"primary_id","review_date","category","rating","label","text"
"A_07982","2026-04-07","Sports_and_Outdoors_5",2,"OR","The SOG Fatcat that I received, arrived in a dirty, worn looking presentation box, and the knife had multiple scratches on the bolsters and ornamental metalwork (despite the protective plastic films). At $362. 19 delivered, this is fairly outrageous. I sent it back the very next day. If the Fatcat I received is a NIB (New In Box) knife, then it was carelessly assembled at the factory, without regard to scratching up the bolsters and ornamental metalwork. Honestly, this thing looked like it had spent time in someone else's pocket, amidst loose change and keys. If the knife did indeed leave the factory that way, it is a major breach of consumer trust to put those protective films over scratched and dinged up metal surfaces. In my considerable years, I have never removed a protective film from a new watch crystal, or cell phone screen, or even a new kitchen faucet, to find it scratched up beneath the protective plastic. I have seen this but once before--on Cold Steel Espada XL knives, where protective plastic films were knowingly and unethically placed over scratched and dinged up bolsters. I sent those knives back as well. Obvious defects aside, the knife is impressive, but overpriced. If you just have to have one, then have at it. But if you pay more than $150. 00 for it, dinged up or otherwise, you've paid too much in my opinion. I have another SOG Knife due to be delivered tomorrow. I can only hope that the dinged up Fatcat I received is an anomaly, and not the norm for this OEM. Over the years I have purchased a dozen Spyderco Knives, and I've never been less than satisfied with any of them. The same can be said for Kershaw. In fact, the $80. 00 Handmade Damascus Folding Knife from Perkin Knives, that arrived the same day this SOG Fatcat did, is both beautiful and ostensibly flawless--at less than 1/4 the price!

Based on the sample I received, I cannot recommend this knife."
"A_07984","2026-02-08","Sports_and_Outdoors_5",5,"OR","Living in southern Arizona hats are a must if you are outdoors. It is hot and we have over 300 days of full sun. I own a tone of hats of all shapes and sizes. I was looking for a lighter weight hat I could wear under my bicycle helmet and for other sport activities. I have a mountain hardware hat that works well but does not have an adjustable strap to cinch it down tighter and the brim is smaller than this one. This hat works well to fill the gap for me. The material is definitely light weight without having a fragile too thin feel and the brim is full sized. The adjustable strap on the back is elastic so it has some flex to it and you can cinch it down as tight or loose as you want. One unique thing about this cap is that the adjustment strap has a clasp on it. I will attach a photo. The clasp is thin so it doesnt bother me even when worn under my bicycle helmet and if you have a pony tail you could unclip the strap and then clip it around you pony tail without having to pull it through like you are probably used to. This is the first hat I have seen with this feature. Very clever. The has is made from a synthetic material so it doesnt hold sweat or moisture and drys very quickly as a result. It has ventilation mesh on the sides to help it keep your head cool. It is not the thinnest or lightest hat I own but is close. I am a member of a product review site and am able to select from an assortment of products to buy at a discount. I choose products that are relevant to me and my lifestyle so that I am able to give quality reviews. I received this product at a discount in exchange for an unbiased honest review. If you found this review helpful please click yes below."
"A_07986","2026-03-28","Sports_and_Outdoors_5",5,"OR","I bought this bag used via craigslist at a third of the cost of new for my wife who is 5' 1"" for 'anger management'.  I tried to use the unit also myself (GLOVES are a MUST).
I am 5'10"" 200+ pounds. I over-filled the unit over the recommended 270# with 280# of sand. I added 2 gallons of water also from an old milk container. Each gallon adds 8.3# to the container. (Sand has plently of air-space for water to fill!)
I made the mistake of buying eight 40# bags of sand (which was moist) from wal-mart and it took 2 hours to get the sand into the unit via a large mouth funnel. The sand kept sticking to the funnel and I had to push it through by hand. If you fill unit with sand, make sure your sand has been washed and DRIED! Lowes hardware has VERY good 50# white dried-playsand.
The unit has a 'cap/plug' in the top of the unit which looks like it would un-screw. Trust me... it does NOT. It is fused-molded into unit.
I ended up cutting a 1 1/2"" threaded PVC female adapter into the top of the unit in place of the molded cap, and used two-part epoxy to 'glue' to the unit. I then used 1 1/2"" plug to seal top.
I ended up buying 100#s more of sand. This time DRIED! Went in through the top in 5 minutes.
I then added 2-more gallons-of-water to the sand. Giving my boxing set-up 430+ pounds of weight. (including all the plastic)
Note* I would not use this unit on a second floor room. The weight will shake the floor. (Apartment people take note)I have had to move to first floor! (NOT FUN! A good Dolly a MUST at point it is filled with sand)
If the unit is only filled with water, it makes some annoying swishing noise of the water motion inside.
My wife loves this unit... I have heard her use it several times late at night. Now her running friends 'join' in on the boxing fun."
"A_07988","2026-02-13","Sports_and_Outdoors_5",2,"OR","This was a warehouse deal item but if I bought another, I'd pay full price.  This had a scratch in it that I keep looking at over and over.  The thermos holds quite a bit of coffee for me.  This is a tall, thin thermos so it is easy to hold.  I have the teal color and it is a very nice shade.  The top screws on and has to be lined up perfectly to get this to go on and make sure you tighten it down real good or you'll get your beverage leaking out.  I usually put lids on so tight my husband cannot get them off and with this, even with tightening this down the way I usually do, it was not tight enough.  The top center has a small button to push  up or down to open or close it, that works good.  There is also a small hook inside to hold a tea bag.  I haven't used that feature yet but I will.  That is different and will come in handy.

02/23 update - I filled this up with coffee today and screwed the top on and the silver band split and there is about a 1/8 inch gap now in the top.  It seems to not cause any spill of the coffee yet, but we'll see.  Maybe this wasn't such a good deal after all.

03/08 - Another update.  This was a sale one day recently and I bought a silver one with a black top to take to work.  Do not buy the silver with the black top!  You cannot see where the opening is for the beverage to come out and I spill hot coffee on my cheek and clothing about 80 percent of the time.  Since I used this, I will probably have to make some scratch marks in the lid so I know when the opening is.  This will be better than a burned red face."
"A_07990","2026-02-20","Sports_and_Outdoors_5",4,"OR","I bought this bag for my average-souse 10-year-old daughters first time doing summer swim team. Its a pretty bag but she doesnt look silly carrying it. It turns out most kids actually have the Speedo Teamster bag, which is a little larger with more pockets. After the first week of morning practice I was convinced we made the right choice. The bag held her towel, a change of clothes, and a pair of running shoes with room to spare.
However, after meets started, Im less convinced of this batman perfection. Apparently, you need a towel to sit on, and a towel to dry off with, and if you have two hours between races, you don't want to try off with the same cold wet towel you used earlier. So you definitely need 2 towels, preferably 3. And it might be pretty cool by the time the meet is over so a shorts outfit AND a sweatpants outfit gets packed. Plus things like goggles, sunglasses, regular glasses, money, sunblock, etc. At that point, this bag isn't quite big enough and definitely doesnt have enough pockets. Daughter has started packing small things in gallon ziplocks so they can be thrown in the large compartment without getting wet or lost among the towels  of which shes just been making do with two because three big fluffy towels will just not fit.

The other thing that should be noted is how the bag hangs. It curves, so the mesh pocket ends up parallel to the ground, and if you try to put a water bottle in there its going to fall out. Goggles and swim cap and lip balm are fine in there, and thats what she needs to access the quickest when she gets to the pool so it works, but a dedicated water bottle pouch would be nice.  So while I LIKE this bag, and the quality seems good, it might not be the best bag for our needs. If it bites the dust and daughter keeps swimming, Id probably replace it with a Teamster."
"A_07992","2026-02-14","Sports_and_Outdoors_5",4,"OR","If you're not familiar, freeze-dried food comes in sealed envelopes (such as in this boxed set) or #10 cans. Out of the package, they are powder or dry chunks of freeze-dried food, which simply means that all of the water has been removed through a special cold process. Freeze-dried foods are prepared for mealtime by the addition of water (usually boiling), and it takes about 15 minutes to prepare a single meal. Broadly, freeze-dried food runs the same quality spectrum as canned or dry boxed foods: Some are quite delicious, while others are only so-so.

Note several important factors: 1. Freeze-dried food is very light, so it will be easy to transport, which may matter in an emergency such as a hurricane. 2. Freeze-dried food requires safe drinking water (boiling hot, in most cases) to reconstitute. 3. Freeze-dried food should be used very soon after the packaging is opened. This makes it difficult to split a single package for use now and later. 4. Unopened, freeze-dried foods are good on the shelf for a time measured in years (often greater than 10 years).

This particular product provides 9 sealed envelopes of food: 3 breakfasts and 6 meals for lunch or dinner, for one person. Notice that some of the envelopes include 2 servings, so technically those envelopes could be shared with another person, depending on appetite. The two types of breakfast (eggs with bacon and biscuits with gravy) are tasty, and we've actually eaten these for ordinary, non-emergency, non-camping breakfast at our house (also try this vendor's Breakfast Skillet product: yum!). The lunch and dinner items vary in quality. My suggestion is that a little extra water be used with any meal containing pasta or noodles, and a little extra time be given for the noodles to soften.

The 3-day box makes a convenient package of emergency food for one person (note that this vendor also offers 4- and 5-day boxes). Keep in mind that a source of hot drinking water will be needed to use this product.  Listed allergens include: egg, milk, wheat and soy."
"A_07994","2026-03-19","Sports_and_Outdoors_5",5,"OR","These ice packs are perfect for my family. We are slowly integrating our children into school after years of homeschooling and now have to deal with sending a lunch - mostly sandwiches or other cold items. I needed something to keep the food cold for just a few hours, but not too bulky either.

These thin, bread size ice packs are perfect. They are less than  thick and like I said the size of a slice of bread. They fit perfectly into a Bento lunchbox we own and even a small metal box. (I have included pictures so you can see.) Plus, being so thin a sandwich or other food items still fit in the container. So many of my other ice packs are bulky and take up so much room I have no space left for the food.

The ice pack stays cool long enough to keep the food chilled until lunch time. And if I feel the food needs some extra coldness, due to the thin nature of the ice pack, I can place one on the bottom and one on the top.

They are easy to clean. I just rinse them off, or if they get quite a bit of food on them, I just wash in some sudsy water. They re-chill quickly in the freezer and are always ready for the next day. Plus, again due to the thinness, they do not take up a huge amount of space in my already cramped freezer. And, the best part, being a hard plastic they do not get holes and leak all over. I have had way too many ice packs leak.

One thing I'd like to add is the ice pack has a ""food"" side and a ""lid"" side. I don't see a difference?

Pros:
Thin (less than  thick)
Size of a slice of bread
Keep food cold for at least 4 hrs.
Hard plastic and do not leak
Easy cleaning
Do not take up a lot of space in the freezer

Cons:
Do not stay cold all day

I was given the ice packs for free in exchange for my opinion and review."
"A_07996","2026-02-07","Sports_and_Outdoors_5",5,"OR","This is an exact OEM replacement for my 24V/80lb iPilot Riptide ST, and presumably other similar models.  This is a great unit and meets my every expectation.

Linking is snap.  Hit the learn button on the head of the iPilot and hit any button on the remote.  You will get a confirmation beep.  That's it.

This stays on as long as your iPilot is on.  As the remote battery ages, the remote will go to sleep on you.  This is normal. I have never experienced any other disconnection or difficulty with linking with the original remote or this replacement.  When the remote goes to sleep, the trolling motor keeps doing whatever it was doing.

If you are having trouble linking remote or are losing connection (other than the sleep mode to save battery on the remote), it is more likely that your iPilot unit is going bad.  Keep that in mind before you throw this product under the bus.  These remotes are solid as a rock.

I recommend having at least two methods to control your trolling motor.  This remote plus the foot pedal, or two of these remotes, or one of these remote and one mini remote, etc.  Also, having a couple extra batteries on board is a good idea.  The batteries last me about 10-12 months with moderate use, and replacements can store unused for 3 years or more.  You do get some warning that the battery is dying, but not super accurate.

This does not include the fancy Minn Kota lanyard.  The product description does not say that it is included.  Minn Kota website does not say it is included.  I don't know where people are getting the idea that this product brings the lanyard.  To be clear, this product does not bring the lanyard.  It is the remote unit with the battery installed.  That's it.  Do not take away stars from an otherwise stellar product because you wanted more that was supposed to come with the product."
"A_07998","2026-04-27","Sports_and_Outdoors_5",5,"OR","When it comes to golf, I have been a beginner for the last 25 years or so. I've always lived within a couple of miles of one golf course or another, and so it seems that it's the natural order of things that I'll get invited to play at least once a year. Here lies my predicament. I don't play enough to drop serious golfer cash on a set, but over the years I've grown tired of having to borrow a set or rent the bowling shoe equivalent of a set of clubs on those infrequent occasions. It seems my solution has been found in this Callaway Strata Plus set.

There is no denying that this set is a starter set. But I think that anyone who has had experience with starter sets would agree that this is a pretty high quality starter set, considering the retail price point. The clubs are sturdy, and, at 6'1"", I didn't find myself hunched over, as I have in the past with other inexpensive sets. This set also includes every club a beginner to casual golfer would need to get through a round of golf.

It might sound a little ridiculous, but the bag itself actually adds quite a bit to the value of this set in my book. A common problem with starter sets that I've tried to manage in the past is that the bags would be so cheaply made that they seemed to begin to dissolve prior to the back nine. The Strata bag is not super high quality, but its quality enough considering the price point. It is easy to carry and includes a stand (the one dead giveaway of the guy who never golfs is the bag laying beside him on its side emptying all its contents every time he stops to take a shot).

I know this set is not going to be turning any heads or impressing anyone who is a regular golfer, but it's better than the dreaded rental set, and certainly meets the needs of an intermittent golfer without sacrificing the kids' college fund."
"A_08000","2026-01-24","Sports_and_Outdoors_5",3,"OR","It is definitely not as big and strong as the industrial cages you find at the gym, but its perfect for a workout room or basement at home.  The cage is relatively light weight, I can easily slide it around or pick it up and move it.  If you are throwing up any amount of weight, the entire cage slides backwards when you throw the bar back to re-rack it on the barbell catches.  It would start sliding on me, but I just pushed it up against the wall.  But the primary reason for only 3 stars is the bench.  The base of the bench is a T shape.  This is great if you are laying back as the legs the jet out provide support.  But when you are sitting up or using the leg extension, you are basically sitting on a rail.  It is wobbily and not sturdy feeling at all.  After two months I have gotten used to it, but I wish the bench was of higher quality.  The seat portion of the bench has 3 settings to incline it, but they are about a quarter inch apart.  The entire seat barely inclines an inch.  When incline benching its hard to fight the sensation that your body wants to slide down the bench.  Also, raising the back is not the easiest thing.  It takes some force.  And finally, the wheels on the back which allow you to roll it down are terrible.  I am 6'3 and I have to lift the bench way up high just to get the wheels to hit the ground.  My wife who is 5'5 can't get it to roll on the wheels.  She practically has to lift the end above her head.  We purchased a rubber mat to put under the unit, so it is a pain to slide the bench on and off the rubber mat.  The cage is great though, its everything I needed for a basement workout area."
"A_08002","2026-03-23","Sports_and_Outdoors_5",4,"OR","<div id=""video-block-R329N0ZWG4TYHA"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1mjzmVu54S.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B12SFqtq2NS.png"" class=""video-slate-img-url"">I wish I had gotten this years ago!

I picked this up for my 9 year old who loves playing baseball. Is he the best player on his team? No. He wants so badly to play shortstop, but isn't the best fielder. He was getting discouraged about always playing in the outfield. He has improved with team practices, but really has no one to help him to practice at home. This net has been amazing because he can go out by himself and throw and catch the ball for HOURS by himself. In a few short days he has already improved his fielding skills and is eager to show them off to coach before his next game.

It was incredibly easy to put together. All the pieces are labeled ON THE ACTUAL PIECE, so once you take it out of the plastic you can STILL identify it exactly which piece it is. One piece had the ""snap"" on the wrong side so it's not exactly ""snapped"" into place, but it still holds. I double checked the instructions and it just looks like I got a wacky piece.  The net goes on easy. Once you get a rhythm down it's easy to snap on without pinching any fingers, but still be careful.

The instructions also include instructions on where to throw the ball for which types of rebounds.

As amazing as this product is, I only rated it 4 stars for because of the wonky piece that doesn't snap and because it's not very compact making storage an issue. The kick stand is the only thing that folds (which keeps the net nice and tight.) This is something you will need a large space to store as it is large and wavy. We will be storing our in our garage against the wall. It's no big deal, really, but I know some want small and portable--but this isn't it.

I've attached a video of my son using the net. My other son is the cheerleading voice you hear rooting for him."
"A_08044","2026-01-21","Electronics_5",5,"OR","Used two of these in an SLI with good results."
"A_08045","2026-04-28","Electronics_5",5,"OR","It was as described and worked perfectly for my TV."
"A_08046","2026-01-24","Electronics_5",5,"OR","You can upgrade this.  It is an excellent buy!"
"A_08047","2026-03-30","Electronics_5",4,"OR","Really made it nice being able to reach the distance"
"A_08048","2026-02-25","Electronics_5",3,"OR","The adhesive works but Quality was bad."
"A_08049","2026-04-16","Electronics_5",5,"OR","Fast shipping works as advertised replacement cord for Samsung TV..."
"A_08050","2026-05-09","Electronics_5",5,"OR","Great Cable. Love it. Nothing more needs to be said."
"A_08051","2026-02-21","Electronics_5",1,"OR","Couldn't get it to work.  I'd avoid this one."
"A_08052","2026-02-22","Electronics_5",1,"OR","Junk. Defective within 2 months. Replaced under warranty, Gifted replacement"
"A_08053","2026-04-20","Electronics_5",4,"OR","Sound is not that great; get what I pay for"
"A_08054","2026-05-12","Electronics_5",5,"OR","For the money,I've never had better sound,perfect for my ears-Kevin"
"A_08055","2026-04-22","Electronics_5",5,"OR","Great quality and function. very well made."
"A_08056","2026-03-16","Electronics_5",5,"OR","one of the best earbuds for the price you pay"
"A_08057","2026-03-31","Electronics_5",5,"OR","works great,considering the price,just download the app (meshare) and enjoy."
"A_08058","2026-02-07","Electronics_5",5,"OR","Have used at many meetings and no issues at all."
"A_08059","2026-04-23","Electronics_5",4,"OR","Well made and inexpensive system worked perfect for our application."
"A_08060","2026-03-22","Electronics_5",5,"OR","Works great. The longer cable was just what I needed."
"A_08061","2026-04-21","Electronics_5",4,"OR","Its barely fits the i7 cooling fans, but its good"
"A_08062","2026-05-03","Electronics_5",5,"OR","I like the blue lights and it works really well."
"A_08063","2026-03-13","Electronics_5",4,"OR","Works as promised.  My garage looks more organized already."
"A_08064","2026-02-02","Electronics_5",5,"OR","Love my p-Touch - i label everything that doesn't move."
"A_08065","2026-02-12","Electronics_5",5,"OR","As I stated in my other reviews I'm very pleased"
"A_08066","2026-01-20","Electronics_5",4,"OR","work great and hold a charge for a dozen uses"
"A_08067","2026-03-06","Electronics_5",5,"OR","Excellent product. I would buy again if need would arise."
"A_08068","2026-03-06","Electronics_5",5,"OR","Awesome case. Case did a great job of protecting phone."
"A_08069","2026-03-29","Electronics_5",4,"OR","These are pretty decent batteries and the price is good."
"A_08070","2026-04-07","Electronics_5",5,"OR","I think they're working just right. I've seen some improvement."
"A_08071","2026-03-31","Electronics_5",3,"OR","small doesn't last that long, but the price is decent."
"A_08072","2026-01-05","Electronics_5",5,"OR","Great product, will fit with G Skill Trident RGB ram"
"A_08073","2026-03-21","Electronics_5",4,"OR","Checks off all the boxes for a very inexpensive TV"
"A_08074","2026-01-06","Electronics_5",5,"OR","Been using this motherboard for months now, without any problems."
"A_08075","2026-04-21","Electronics_5",5,"OR","It is working as I expected."
"A_08076","2026-02-09","Electronics_5",1,"OR","Stopped working after only 28 days.  Can't recommend this."
"A_08077","2026-03-02","Electronics_5",5,"OR","These cables are bulletproof, top quality and very well made."
"A_08078","2026-05-08","Electronics_5",1,"OR","Waste of money, this stuff does not work as advertised."
"A_08079","2026-04-06","Electronics_5",3,"OR","Works fine, bit very slow loading up and reading cd's."
"A_08080","2026-04-04","Electronics_5",5,"OR","Fit my spotting scope and tripod prefix very good product."
"A_08081","2026-04-10","Electronics_5",5,"OR","Fits my Kindle Fire perfectly!  What a great price!"
"A_08082","2026-05-09","Electronics_5",3,"OR","It hard to find a signal that doesn't have static."
"A_08083","2026-03-30","Electronics_5",1,"OR","sent it back.. not the quality I was looking for"
"A_08084","2026-04-10","Electronics_5",3,"OR","It a bit flimsy, but works for the most part."
"A_08123","2026-03-29","Electronics_5",4,"OR","Fits nicely but the front plastic sometimes comes off upon impact."
"A_08124","2026-03-16","Electronics_5",5,"OR","My second one. Hope it is as good as the first."
"A_08125","2026-02-04","Electronics_5",1,"OR","Did not work for my Samsung Galaxy S3. Had to return."
"A_08126","2026-04-28","Electronics_5",5,"OR","Absolutely awesome Mic. I make hundreds of videos. Awesome. Please bye."
"A_08127","2026-03-31","Electronics_5",4,"OR","Good product. Setup was a little difficult. Sound is very tinny."
"A_08128","2026-02-18","Electronics_5",5,"OR","Bought these a while ago and they are still going great!"
"A_08129","2026-02-04","Electronics_5",5,"OR","Love these. Use them for anything touch-screen active: Kindle, iPhone, computer."
"A_08130","2026-02-11","Electronics_5",3,"OR","was a gift but was returned  he bought one too"
"A_08131","2026-02-05","Electronics_5",5,"OR","Hit the spot. Needs more fan headers but a stable performer."
"A_08132","2026-02-25","Electronics_5",5,"OR","surprised these are still around.  Glad to have gotten it"
"A_08133","2026-04-27","Electronics_5",2,"OR","It's not so friendly, but you get what you pay for"
"A_08134","2026-02-13","Electronics_5",4,"OR","Fits and looks great. Have difficulty touching screen on corners though."
"A_08135","2026-01-04","Electronics_5",5,"OR","Does the job! I planted mine and it looks pretty awesome"
"A_08136","2026-05-02","Electronics_5",1,"OR","Did not work for me. Ineffective, poor design and horrible instructions."
"A_08137","2026-02-26","Electronics_5",5,"OR","Liked everything but the brush, it was cheap and fell apart,"
"A_08138","2026-02-02","Electronics_5",5,"OR","Identical OEM replacement for my HP Envy 15 laptop. Works perfect."
"A_08139","2026-02-02","Electronics_5",5,"OR","Very soft and you can wear them for hours without irritation."
"A_08140","2026-03-14","Electronics_5",5,"OR","Shipped fast, worked with my HP 15-f111dx notebook with no problem!"
"A_08141","2026-04-29","Electronics_5",5,"OR","I'll look at Anker products next time I need a hub."
"A_08142","2026-01-19","Electronics_5",4,"OR","They are what they claim to be.  End of story."
"A_08143","2026-03-16","Electronics_5",5,"OR","I love it, the screen is amazing and programs open instantaneously."
"A_08144","2026-02-12","Electronics_5",5,"OR","Great sound. Great microphone. Connects with no problem. Excellent battery life."
"A_08145","2026-04-27","Electronics_5",4,"OR","I have had this for quite some time and works great."
"A_08146","2026-03-07","Electronics_5",5,"OR","They have worked better than expected.  Good value and quality;"
"A_08147","2026-04-21","Electronics_5",5,"OR","Wow, little fan moves air well and really quite."
"A_08148","2026-02-08","Electronics_5",5,"OR","Very pretty and offers great protection . My son loves it!"
"A_08149","2026-05-08","Electronics_5",5,"OR","Great sound and holds a charge very well. Definitely would recommend."
"A_08150","2026-04-21","Electronics_5",5,"OR","Great Binoculars....small enough to carry in a purse and great viewing."
"A_08151","2026-04-22","Electronics_5",5,"OR","Works great. I am able to use my old monitor still."
"A_08152","2026-01-29","Electronics_5",5,"OR","I drove 100 miles an hour  And it stayed on"
"A_08153","2026-02-21","Electronics_5",5,"OR","Nice fit.  Safe rubbery feel while not being to large."
"A_08154","2026-05-02","Electronics_5",4,"OR","This is the right one for old model Sony Camcorder ."
"A_08155","2026-04-17","Electronics_5",4,"OR","Solid well made stand - Bought another one for my wife."
"A_08156","2026-03-31","Electronics_5",5,"OR","Just replace my old ones. No holes just screw them in."
"A_08157","2026-04-16","Electronics_5",5,"OR","Item was as described and appeared to be of good quality."
"A_08158","2026-04-19","Electronics_5",4,"OR","a few problems but so far customer service has been great."
"A_08159","2026-01-19","Electronics_5",5,"OR","great mouse, durable, fast and has all the functions you need."
"A_08160","2026-04-10","Electronics_5",5,"OR","Put my music on to use in my truck. Works great."
"A_08196","2026-04-04","Electronics_5",5,"OR","Excellent SSD for my HTPC. Super fast and great buy at $50."
"A_08197","2026-01-07","Electronics_5",5,"OR","Fits perfect. No issues,  no complaints. Good quality.  Doesn't dissapoint."
"A_08198","2026-02-11","Electronics_5",5,"OR","Works great for my pc dedicated to Karaoke on our theater system."
"A_08199","2026-03-28","Electronics_5",5,"OR","Very good as long as your computer has Bluetooth 3 or higher..."
"A_08200","2026-05-08","Electronics_5",5,"OR","This is exactly what I was looking for. Nice color, good case."
"A_08201","2026-03-29","Electronics_5",4,"OR","Good basic case with pretty good stand capabilities for the price range."
"A_08202","2026-02-12","Electronics_5",5,"OR","great light, super bright and its color rating is damn near perfect."
"A_08203","2026-03-18","Electronics_5",2,"OR","not a bad amp, could be better. output is mediocre at best."
"A_08204","2026-02-19","Electronics_5",5,"OR","Very happy with adapter.  Easy to set up.  Good range."
"A_08205","2026-01-09","Electronics_5",5,"OR","No problem so far. They all checked good on my battery checker."
"A_08206","2026-01-02","Electronics_5",5,"OR","This is a very nice little case and I love the owls!"
"A_08207","2026-03-22","Electronics_5",2,"OR","The first set was dead on delivery. Second is working for now."
"A_08208","2026-04-21","Electronics_5",1,"OR","The headphone arrived with left speaker broken. Left side is completely dead."
"A_08209","2026-02-07","Electronics_5",4,"OR","I like it very well, but it doen;t have any preset buttons."
"A_08210","2026-04-22","Electronics_5",5,"OR","A simple cable. Just what I was looking for. Works just fine."
"A_08211","2026-01-02","Electronics_5",5,"OR","Got as gift for son's phone - well made - great protection"
"A_08212","2026-01-02","Electronics_5",5,"OR","Got this original apple smart cover for a client. She loves it."
"A_08213","2026-04-12","Electronics_5",5,"OR","I love JBL flip3, good sound good bass, I will buy again."
"A_08214","2026-05-07","Electronics_5",5,"OR","Works as advertised.  Great speed for taking videos with Nikon DSLR."
"A_08215","2026-03-07","Electronics_5",5,"OR","Works great and is faster then what i an used to seeing."
"A_08216","2026-03-06","Electronics_5",5,"OR","Great product! Put into my first build. I'm pleased with the results."
"A_08217","2026-04-17","Electronics_5",5,"OR","Worked just fine and seemed to help keep laptop a little cooler."
"A_08218","2026-03-04","Electronics_5",5,"OR","Best USB drive there is. Solid, tough, fast, reliable, and beautifully designed!"
"A_08219","2026-04-09","Electronics_5",3,"OR","my fault, i bought the wrong thing. then product is probably good."
"A_08220","2026-01-24","Electronics_5",4,"OR","I'm partial to Garmin for gps products...great to have on the road."
"A_08221","2026-04-03","Electronics_5",5,"OR","Perfect simple remote to control my TV, DVD, and ROKU. Unbeatable value."
"A_08222","2026-03-28","Electronics_5",1,"OR","Stopped working after less than a year.  Don't waste your money."
"A_08223","2026-01-06","Electronics_5",5,"OR","Great product, perfect size fore a guest bed room - good price"
"A_08224","2026-02-25","Electronics_5",5,"OR","This cable really makes the connection for me. Nice and thick too."
"A_08225","2026-04-01","Electronics_5",5,"OR","Very easy install and seems to work well with Dragon Naturally Speaking."
"A_08226","2026-02-16","Electronics_5",5,"OR","Realy love it.  Did wat it says and so much more."
"A_08227","2026-04-09","Electronics_5",5,"OR","It has been 4 months and it still works like a champ."
"A_08228","2026-02-17","Electronics_5",4,"OR","Great, I only wish that you could roll in the entire wire."
"A_08229","2026-01-05","Electronics_5",3,"OR","Had to pull one end out a little bit to make connection"
"A_08230","2026-02-18","Electronics_5",5,"OR","Gets very warm if you plug in multiple devices, otherwise works great."
"A_08265","2026-01-10","Electronics_5",5,"OR","the build quality was nice and had everything i needed for the build."
"A_08266","2026-01-20","Electronics_5",5,"OR","Fantastic sound and clarity for such a little speaker. Bluetooth works great too!"
"A_08267","2026-05-08","Electronics_5",5,"OR","Amazing microchip! I take my go pro everywhere and the quality is awesome."
"A_08268","2026-02-08","Electronics_5",5,"OR","Shipped quick, looks good, works as advertised. Amazon always comes thru. . ."
"A_08269","2026-02-05","Electronics_5",4,"OR","Very nice lens and a useful range (10-18) for the Canon APS-C sensors."
"A_08270","2026-01-28","Electronics_5",5,"OR","Really cleaned up my desktop by eliminating an long cable.  Works perfectly."
"A_08271","2026-05-10","Electronics_5",5,"OR","Works wonderfully.  Switches quickly and flawlessly with all of my extra devices."
"A_08272","2026-02-16","Electronics_5",5,"OR","excellent tv bright colors and best of all read MKV files by usb"
"A_08273","2026-02-19","Electronics_5",5,"OR","Small and easy to carry in by brief case with my MacBook Pro."
"A_08274","2026-05-09","Electronics_5",5,"OR","Exactly what I needed and as listed.  And at a great price."
"A_08275","2026-02-04","Electronics_5",5,"OR","Love the multi region dvd player will be ordering at least two more"
"A_08276","2026-05-02","Electronics_5",5,"OR","Works with cat5e. I'm glad that you it also had a IR extender."
"A_08277","2026-04-21","Electronics_5",4,"OR","Good quality product. I mostly transfer files to it of 1GB or less."
"A_08278","2026-02-11","Electronics_5",4,"OR","High quality case. Its on the heavier side but the quality is nice."
"A_08279","2026-04-23","Electronics_5",4,"OR","Not as substantial as I would have selected but adequate for my job"
"A_08280","2026-01-25","Electronics_5",1,"OR","it works like a champ. i love it. thinking about getting a third"
"A_08281","2026-03-17","Electronics_5",3,"OR","Worked pretty good for a while, doesn't cost much for an old computer"
"A_08282","2026-02-27","Electronics_5",3,"OR","Great product for great price.
You can also use this on your Raspberry PI."
"A_08283","2026-03-11","Electronics_5",5,"OR","My 6 year daughter has been begging me for this for a while!"
"A_08284","2026-02-03","Electronics_5",4,"OR","needed a little judicious sanding to smooth out mold spots but works fine"
"A_08285","2026-02-03","Electronics_5",5,"OR","it's great to have 32' USB extension at hand. works well so far."
"A_08286","2026-03-15","Electronics_5",4,"OR","Great fit & excellent sound.  Would prefer thicker, more durable sound cable."
"A_08287","2026-02-02","Electronics_5",5,"OR","Quality build..as the newer sigma lenses are known for .snappy focusing..nice walkabout lens."
"A_08288","2026-03-31","Electronics_5",5,"OR","Everything included; worked as advertised.  MUCH better than using flashdrives or DVDs."
"A_08289","2026-01-20","Electronics_5",5,"OR","Awesome - rock solid storage for use with video footage."
"A_08290","2026-02-27","Electronics_5",1,"OR","Didn't fit my 1991 chevrolet Blazer S10, even when it said it would."
"A_08291","2026-04-28","Electronics_5",1,"OR","They fit way too tight, hurt my ears. Returned and received a refund."
"A_08292","2026-03-02","Electronics_5",5,"OR","Just what was needed to finish a security project, good delivery, good price."
"A_08293","2026-04-09","Electronics_5",5,"OR","Fantastic product - Great and fast delivery - Quality  and perfect Delivery"
"A_08294","2026-02-16","Electronics_5",5,"OR","Solid plastic, cheap price. Worked well for both flashes and led light panels."
"A_08295","2026-03-13","Electronics_5",5,"OR","great router, easy to set up and use. Really helped my whole network"
"A_08296","2026-02-27","Electronics_5",1,"OR","Firmware problem!!!!! that has not been fixed and no solution for new firmware"
